Complaint No,Customer ID,Customer Name,Complaint Description,Complaint Type,Equipment Type,Priority Type,Complaint Date,Assigned Date,WIPDate Time,WIPAge,Close Date,Vendor Name,Resolution Type,Complaint Age,PORelease Date,PORelease Age,Material Delivery Date,MTDAge,Work Closer Date,Comment Date,Comments,WIP Vendor Enginner  log Date,WEAge
MAFIL_481875,0866,CHENNA MARKET,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:20:57,04/06/2023 11:36:54,,,04/07/2023 15:06:33,Techsis Ltd,close,0,,,,,,04/07/2023 15:06:33,703482070430  BH339381//lan cable reconeected,,
MAFIL_481876,2291,SHASTRI MARKET JALLANDHAR,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:26:09,04/06/2023 11:26:23,,,04/11/2023 11:47:42,Techsis Ltd,close,4,,,,,,04/11/2023 11:47:42,516122110418  BH 359331 entrance camera reset.,,
MAFIL_481877,2717,THURBE,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:28:45,04/06/2023 10:31:20,,,04/10/2023 17:00:24,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/10/2023 17:00:24,703482100430  BH 316955//lan cable reconnected,,
MAFIL_481878,0571,BANJARAHILLS ROAD NO-1,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:30:19,04/06/2023 11:37:48,,,04/07/2023 12:10:48,Enseigner Pvt Ltd,close,0,,,,,,04/07/2023 12:10:48,515916070404  Cable reconnected camera working now,,
MAFIL_481879,3297,AFZALPUR,DSR | Camera not in network,Safe Camera is not working,CCTV,Class A,04/05/2023 05:32:00,04/06/2023 11:28:25,,,04/10/2023 16:41:35,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/10/2023 16:41:35,812907041017  lan caBLE RECONNECTED,,
MAFIL_481880,0734,ANAND BAG,DSR | Camera not in network,OutSide Camera Not In network,CCTV,Class B,04/05/2023 05:33:32,04/06/2023 11:38:35,,,04/07/2023 13:58:27,Enseigner Pvt Ltd,close,0,,,,,,04/07/2023 13:58:27,517617070401 Closed LAN CABLE RECONNECTED  |  ABH 391246,,
MAFIL_481881,3029,PUNNAYURKULAM,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:34:57,04/06/2023 11:20:52,,,04/11/2023 14:03:04,MX Electronics Pvt Ltd,close,4,,,,,,04/11/2023 14:03:04,515916110409  Adapter Replaced camera working now,,
MAFIL_481882,2824,ALAMKUDI,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:41:35,04/06/2023 11:17:49,,,04/08/2023 17:01:06,Zubaid Infotech,close,1,,,,,,04/08/2023 17:01:06,Cam 2 Entrance-2824Up06-04-2023 17:48:31/bh393836,,
MAFIL_481883,2526,HALIGERI MAIN ROAD RANEBENNUR,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:43:06,04/06/2023 11:33:20,,,04/10/2023 16:27:29,CHUBB SYSTEMS PRIVATE LIMITED,close,3,,,,,,04/10/2023 16:27:29,812907041016  lan cable reconnected,,
MAFIL_481884,1734,VELLAKOIL TIRUPUR,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:44:36,04/06/2023 11:41:03,,,04/08/2023 13:17:22,Zubaid Infotech,close,1,,,,,,04/08/2023 13:17:22,513507080401 Closed Lan cable issue resolved,,
MAFIL_481885,3751,SAHRANPUR CENTER,DSR | Camera not in network,OutSide Camera Not In network,CCTV,Class B,04/05/2023 05:46:34,,,,04/06/2023 10:10:44,Not Assigned,close,0,,,,,,04/06/2023 10:10:44,already assigned complaint/MAFIL_476814,,
MAFIL_481886,2396,BUS STAND ROAD - JANAGOAN,DSR | Camera not in network,Safe Camera is not working,CCTV,Class A,04/05/2023 05:47:56,04/06/2023 11:41:39,,,04/10/2023 17:13:25,Enseigner Pvt Ltd,close,3,,,,,,04/10/2023 17:13:25,517131100410  Safe Camera is  working port change ABH-386001,,
MAFIL_481887,2803,"ANCHAPALYA,BANGLORE",DSR | Camera not in network,Center Camera Not In network,CCTV,Class B,04/05/2023 05:49:14,04/06/2023 11:16:37,,,04/12/2023 11:40:48,CHUBB SYSTEMS PRIVATE LIMITED,close,5,,,,,,04/12/2023 11:40:48,515916120406  LAN cable reconnected,,
MAFIL_481888,0782,KARELIBAUG,DSR | Camera not in network,Center Camera Not In network,CCTV,Class B,04/05/2023 05:54:05,04/06/2023 11:39:17,,,04/11/2023 13:40:39,Techsis Ltd,close,4,,,,,,04/11/2023 13:40:39,517131110401  Center Camera In network Rj45 change,,
MAFIL_481889,3073,MUNIYAPPAN TEMPLE TIRUPUR,DSR | Camera not in network,Safe Camera is not working,CCTV,Class A,04/05/2023 05:55:31,04/06/2023 11:22:08,,,04/08/2023 15:36:19,Zubaid Infotech,close,1,,,,,,04/08/2023 15:36:19,517131080403  safe cam working network lancable reconnected,,
MAFIL_481890,3467,G T ROAD-ETAH,DSR | Camera not in network,Entrance Camera Not In network,CCTV,Class B,04/05/2023 05:56:54,04/06/2023 11:30:35,,,04/10/2023 14:25:33,Techsis Ltd,close,3,,,,,,04/10/2023 14:25:33,812907041004  lan cable reconnected,,
MAFIL_481891,2415,TRIKUTA NAGAR,DSR | Camera not in network,Safe Camera is not working,CCTV,Class A,04/05/2023 05:58:58,04/06/2023 11:42:23,,,04/12/2023 13:03:38,Techsis Ltd,close,5,,,,,,04/12/2023 13:03:38,703482120434  BH 312630//lan cable reconnected,,
MAFIL_481892,2421,ZIRRA HYDERABAD AP,DSR | Camera not in network,Safe Camera is not working,CCTV,Class A,04/05/2023 06:00:20,04/06/2023 11:43:44,,,04/07/2023 13:31:15,Enseigner Pvt Ltd,close,0,,,,,,04/07/2023 13:31:15,515916070406  RJ 45 Replaced,,
MAFIL_481893,2595,VADALUR,alarm panel not in network,Alarm Panel Not In network,Alarm Panel,Class A,04/05/2023 09:15:54,,,,04/06/2023 09:58:05,Not Assigned,close,0,,,,,,04/06/2023 09:58:05,network issue clear/DS Panel-2595Up05-04-2023 15:47:12/BH 304517,,
MAFIL_481896,3797,TITLAGARH,nvr moniter not working,NVR Not In network,NVR,Class B,04/05/2023 09:50:01,04/06/2023 11:35:13,,,04/08/2023 10:04:55,Zubaid Infotech,close,0,,,,,,04/08/2023 10:04:55,517132040802 Closed ABH 369365 // Vga cable and lan cable changed,,
MAFIL_481898,2690,MARTHANDAM,monitor display not working,Monitor Display Not Clear,NVR,Class B,04/05/2023 10:58:13,04/06/2023 10:30:10,,,04/12/2023 10:20:12,Zubaid Infotech,close,5,,,,,,04/12/2023 10:20:12,703482120407  BH339113//nvr moniter SMPS replaced,,
MAFIL_481904,1921,S KOTA,nvr monitor not in net work,Monitor Not In network,NVR,Class B,04/05/2023 11:24:24,04/05/2023 12:12:05,,,04/05/2023 12:12:05,Enseigner Pvt Ltd,close,0,,,,,,04/05/2023 11:24:24,nvr monitor not in net work,,
,,,,,,,,,,,,,,,,,,,,04/05/2023 12:12:05,517617050402 Closed Network Port Changed | ABH  380100,,
MAFIL_481906,2198,GPO JUNCTION MOUNT ROAD,Smoke Sensor Not Working // Reference : MAFIL_467866,Smoke Sensor Not Working,Alarm Panel,Class B,04/05/2023 11:32:43,04/05/2023 11:38:37,,,04/12/2023 12:08:09,Zubaid Infotech,close,6,,,,,,04/12/2023 12:08:09,duplicatewip,,
MAFIL_481907,1707,HIRIYUR,nvr monitor not working,nvr brightness  ddull,NVR,Class B,04/05/2023 11:34:57,04/06/2023 11:44:52,,,04/08/2023 11:49:29,CHUBB SYSTEMS PRIVATE LIMITED,close,1,,,,,,04/05/2023 11:34:57,nvr monitor not working,,
,,,,,,,,,,,,,,,,,,,,04/08/2023 11:49:29,517132040810 Closed ABH 388554 // pcb board changed,,
MAFIL_481909,0648,RANGARAJAPURAM,"outside hooter was physical damaged by area police // 517132040504 // ABH 384068
New hooter installed in PO | BH374160 | SN:SECSTR1221AD15301",Hooter Branch outside Not Worrking,Alarm Panel,Class B,04/05/2023 11:59:25,04/05/2023 12:53:55,,,04/20/2023 10:05:01,Zubaid Infotech,close,13,04/14/2023 16:42:08,6,,,,04/20/2023 10:05:01,"NEW HOOTER INSTALLED
BH 374160
CLOSURE ID: 366751200401",,
MAFIL_481910,2396,BUS STAND ROAD - JANAGOAN,engeering password not working,Alarm Panel Not In network,Alarm Panel,Class A,04/05/2023 12:10:25,04/06/2023 11:45:36,,,04/10/2023 17:13:54,Enseigner Pvt Ltd,close,3,,,,,,04/10/2023 17:13:54,517131100412  Alarm Panel  In network  port change ABH-386001,,
MAFIL_481912,2172,MARANDAHALLI DHARMAPURI,not in network,Alarm Panel Not In network,Alarm Panel,Class A,04/05/2023 12:21:40,04/06/2023 11:46:26,,,04/10/2023 18:42:32,Zubaid Infotech,close,3,,,,,,04/10/2023 18:42:32,"517131100415  Alarm Panel  In network  , Lancable reconnected ABH-370300",,
MAFIL_481913,3091,"COLLEGE ROAD,GIDDALUR",zone 07 disabled,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/05/2023 12:30:25,04/06/2023 11:24:18,,,04/08/2023 10:55:08,Enseigner Pvt Ltd,close,0,,,,,,04/08/2023 10:54:49,703482080406  ABH 364318// wire reconnected,,
MAFIL_481914,3782,"ITAMATI, ODISHA",Alarm Panel Not In network,Alarm Panel Not In network,Alarm Panel,Class A,04/05/2023 12:36:56,04/06/2023 11:34:11,,,04/07/2023 11:23:31,Zubaid Infotech,close,0,,,,,,04/07/2023 11:23:31,517132040705 Closed BH 369411 //  already working condition panel,,
MAFIL_481917,1849,KAMARAJ SALAI THIRUCHENDUR,zone 07 disabled,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/05/2023 13:00:05,04/06/2023 11:47:05,,,04/10/2023 15:24:36,Zubaid Infotech,close,3,,,,,,04/10/2023 15:24:36,517131100404  New PIR Sensor Inside Safe room  Working  BH -360452,,
MAFIL_481918,0323,PRAKASHAM BAZAR,PIR Sensor Inside Safe room Not Working // BH 361270 // zone 7 disabled,PIR Sensor Inside Safe room Not Working,Alarm Panel,Class A,04/05/2023 13:10:54,04/06/2023 12:23:31,,,04/07/2023 16:42:47,Enseigner Pvt Ltd,close,0,,,,,,04/07/2023 16:42:47,516122070433  BH 361270 inside pir resistor changed.,,
MAFIL_481919,3285,VISHWESHWAR GUNJ,Safe Password panel not working,Alarm Panel Power Failure,Alarm Panel,Class A,04/05/2023 13:15:18,04/06/2023 11:27:51,,,04/06/2023 17:00:05,Techsis Ltd,close,0,,,,,,04/06/2023 17:00:06,517131060408  Safe Password pane working POWER RECONNECTED   BH-366037,,
MAFIL_481920,1400,CHAKDAH,Wireless panic Switch battery Issue,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/05/2023 13:19:01,04/05/2023 13:23:50,,,04/18/2023 17:05:12,CHUBB SYSTEMS PRIVATE LIMITED,close,12,04/17/2023 10:01:42,4,,,,04/18/2023 17:05:12,"One New Wireless panic switch installed | BH 367114 Via PO Release Wireless Panic
78633318423",04/13/2023 10:44:35,
MAFIL_481921,0663,SANTHOSHNAGAR-HYDERABAD,Wireless Panic Switches Not Working // BH 349867 // zone 5 disabled,Wireless Panic Switches Not Working,Alarm Panel,Class B,04/05/2023 13:24:57,04/06/2023 11:39:54,,,04/07/2023 17:45:09,Enseigner Pvt Ltd,close,0,,,,,,04/07/2023 17:45:09,513507070401 Closed BH341222 / wireless battery replaced,,
MAFIL_481926,1755,AMBATTUR,wash room panic swich not working,Panic Switch Wired Washroom Cabin Not Working,Alarm Panel,Class B,04/05/2023 14:55:32,04/06/2023 11:47:47,,,04/10/2023 11:57:20,Zubaid Infotech,close,3,,,,,,04/05/2023 14:55:32,wash room panic swich not working,,
,,,,,,,,,,,,,,,,,,,,04/10/2023 11:57:20,703482100406  Bh 370330// panic switch replaced,,
MAFIL_481927,0944,PONNERI CHENNAI,WIRELESS PANIC SWITCH BATTERY NOT WORKING BATTERY CHANGE,Wireless Panic Switch BH Not Working,Alarm Panel,Class B,04/05/2023 15:04:33,04/06/2023 11:40:37,,,04/11/2023 15:49:26,Zubaid Infotech,close,4,,,,,,04/11/2023 15:49:26,517617110426 Closed Battery replaced | BH  350546,,
,,,,,,,,,,,,,,,,,,,,04/05/2023 15:04:33,WIRELESS PANIC SWITCH BATTERY NOT WORKING BATTERY CHANGE,,
